AÑO JUDICIAL;"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";FUENTE LIBRO
1942;***; Las partidas de nacimiento o bautizo no constituyen el título para solicitar la división y partición de bienes, se necesita presentar el testamento o la declaración de heredero;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***; Procede el retracto en la venta judicia;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***; La jurisdicción común es competente para conocer sobre la falsedad de un matrimonio religioso cuando de éste se deriven efectos civile;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Los expendedores de leche, en puestos de venta al por menor, no tienen la condición de empleados de comercio;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Son también indemnizables los servicios prestados por los obreros, cuando su despedida se produce sin aviso;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No puede legalmente en un solo procedimiento, hacerse la declaración de herederos del causante y de los sucesores de los causahabientes;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La acción pro socio no puede ejercitarse dentro de la vía sumaria de un interdicto;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El padre que no ha practicado acto alguno inherente a la patria potestad, en beneficio de su hijo, no puede reclamar la entrega del menor;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Las disposiciones del Código Civil, son las únicas que rigen los juicios de divorcio;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No procede la revisión de una transacción que anteriormente ha sido objeto del mismo procedimiento;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El empleado que cesa en su trabajo, tiene derecho para reclamar una póliza de seguros de vida vigente pero no el dinero de las primas dejadas de abonar por su principal.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No es causa de nulidad de la sentencia, la falta de presentación del pliego de conclusiones del defensor de la agraviada que no se ha constituído en parte civil.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No entraña delito de violación de domicilio el acto de lanzamiento realizado por orden judicial.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La condena por delito contra la salud pública, sólo procede si el inculpado ejercía habitualmente funciones profesionales que no le correspondían.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El plazo para interponer recurso de nulidad es de veinticuatro horas desde el momento en que se tiene conocimiento de la resolución.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Es nula la sentencia expedida si el defensor de la parte civil no presentó sus conclusiones escritas en la audiencia.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La transacción a que llegan las partes sobre la reparación civil, no excluye sinó determina la que debe ser fijada en la sentencia.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Para establecer que un bien adquirido durante la vigencia de la sociedad conyugal, tiene el carácter de parafernal, no es suficiente la escritura de adelanto de legítima.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El resultado grave que no se quiso causar ni se pudo prever, disminuye prudencialmente la pena.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No cabe solicitar patente de introducción para una industria ya establecida o para una fábrica en funciones.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;En el retracto de una venta judicial, el condómino no está obligado a depositar el precio que corresponde a la parte de que es propietario.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La disconformidad entre la calificación hecha por el tribunal correccional y su fiscal, no puede motivar nueva acusación.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Quien se beneficia con el reflotamiento de un buque, debe remunerar al que practicó la operación, sin tener vínculo anterior que lo obligara.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Son nulos los pactos que celebra el empleado en menoscabo de sus intereses, por ser éstos irrenunciables.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La minoría penal se determina por la edad del inculpado en la fecha de la comisión del delito y no en la de la denuncia. ;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Sólo puede interponer recurso de nulidad el fiscal cuando actúa como parte y no cuando emite opinión ilustrativa.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Está expedito el derecho para exigir rendición de cuentas por cualquiera de los socios al daministrador, aunque se trate de sociedades constituidas por instrumento privado, en el período de vigencia del C. C. de 1852.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El contagio venéreo debe estimarse como agravante del delito contra el honor sexual por no definirlo como específico el C. P.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Es infundada la demanda de filiación interpuesta contra los herederos del presunto padre que falleció durante la vigencia del C. C. derogado.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No procede la compensación entre los particulares y las municipalidades.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La prueba de testigos es inadmisible para acreditar el condominio invocado como fundamento de una acción de retracto.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Siendo nula la transacción que el empleado celebra en menoscabo de sus derechos, está expedita su acción para reclamarlos sin necesidad de juicio previo en que se declare la nulidad de la transacción.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Los acreedores de los presuntos herederos están facultados para intervenir en el procedimiento de la declaratoria de herederos.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El exámen de un testigo en presencia de otros, con infracción del art. 238 del C. de P. P., produce la nulidad de la audiencia.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Interpuesto el recurso de Habeas Corpus, no cabe solicitar informes de la Guardia Civil ni de la autoridad que mantiene en prisión a un ciudadano.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La responsabilidad por el daño objetivo al margen del dolo o culpa delictuales, da lugar al juicio ordinario para la aplicación de las disposiciones del Código Civil que rige la materia.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;(Segunda ejecutoria sobre la responsabilidad por daño objetivo);Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;(Tercera ejecutoria sobre la responsabilidad por daño objetivo);Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No se puede fundar en hecho propio la acción de divorcio.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;En las controversias sobre bienes comunes, no es necesaria la citación con la demanda a la cónyuge.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La unidad del Ministerio Público, exige que no se modifiquen sus opiniones por variar la persona que lo represente.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El Juez puede declarar la separación de los cónyuges si no están probadas las causas del divorcio.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La obligación del fiador en los contratos de mutuo, se extiende también a los intereses pactados por su fiado.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No es título de propiedad a favor de los hijos la simple declaración formulada por los padres que la compra la hacen para aquellos.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;El reconocimiento de hijo natural hecho en la partida de bautismo, conforme al C. C. derogado, carece de valor si no está autorizada por el párroco.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No procede la apertura de instrucción cuando del tenor de la denuncia se desprende que se trata de un acto de orden civil.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La alegación de minoría de edad del inculpado, por no tener carácter de excepción debe resolverse directamente por el instructor, apreciando la prueba instrumental o pericial que se produzca.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;No hay lugar a juicio oral cuando de la instrucción se desprende que el hecho imputado entraña el ejercicio de una acción civil.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Es improcedente el recurso de nulidad interpuesto por el Ministerio Público contra el auto que ordena la libertad de un ciudadano.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Iniciado el juicio de cuentas con el escrito de tachas a las rendidas por el obligado, es el monto de ellas el que determina la cuantía de la causa.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;En los interdictos no se puede aceptar, sustanciar ni resolver antes del comparendo una tacha de nulidad al amparo de una excepción jurisdiccional.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Es incompatible con el cargo de defensor el haber actuado con anterioridad como instructor suplente.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La muerte de uno de los cónyuges, extingue la acción de divorcio.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Las escrituras públicas pierden su mérito ejecutivo si se acredita la novación del contrato.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;Lo que determina el carácter de delito o falta en las lesiones son los días necesarios de asistencia facultativa.;Anales Judiciales de la Corte Suprema de Justicia 1942
1942;***;La prescripción de la acción penal por un delito se interrumpe al incurrir el reo en otro.;Anales Judiciales de la Corte Suprema de Justicia 1942
